po_id,supplier_id,contract_id,po_date,required_date,buyer_id,currency,status
PO001025,SUP0076,CON0149,2026-09-06,2026-10-21,BUY010,INR,Completed
PO001026,SUP0068,CON0124,2026-09-06,2026-10-04,BUY003,INR,Approved
PO001027,SUP0053,CON0103,2026-09-06,2026-09-30,BUY019,INR,Approved
PO001028,SUP0026,,2026-09-06,2026-09-24,BUY010,INR,Cancelled
PO001029,SUP0063,,2026-09-06,2026-09-15,BUY010,INR,Cancelled
PO001030,SUP0039,CON0041,2026-09-06,2026-10-14,BUY008,INR,Approved
PO001031,SUP0001,CON0121,2026-09-06,2026-09-22,BUY004,INR,Approved
PO001032,SUP0054,CON0104,2026-09-06,2026-09-24,BUY001,INR,Approved
PO001033,SUP0098,CON0012,2026-09-06,2026-09-30,BUY020,INR,Approved
PO001034,SUP0075,CON0098,2026-09-06,2026-10-13,BUY016,INR,Approved
PO001035,SUP0048,CON0031,2026-09-06,2026-10-15,BUY009,INR,Approved
PO001036,SUP0075,CON0098,2026-09-06,2026-09-16,BUY005,INR,Approved
PO001037,SUP0021,,2026-09-06,2026-09-16,BUY014,INR,Approved
PO001038,SUP0007,CON0079,2026-09-06,2026-10-01,BUY017,INR,Approved
PO001039,SUP0099,,2026-09-06,2026-09-24,BUY020,INR,Approved
PO001040,SUP0070,,2026-09-06,2026-10-03,BUY010,INR,Approved
PO001041,SUP0088,CON0106,2026-09-06,2026-10-06,BUY005,INR,Approved
PO001042,SUP0018,CON0069,2026-09-06,2026-10-16,BUY014,INR,Approved
PO001043,SUP0021,,2026-09-06,2026-09-19,BUY017,INR,Approved
PO001044,SUP0025,CON0048,2026-09-06,2026-10-18,BUY014,INR,Completed
PO001045,SUP0010,,2026-09-06,2026-09-20,BUY001,INR,Completed
PO001046,SUP0045,CON0115,2026-09-06,2026-10-02,BUY015,INR,Cancelled
PO001047,SUP0067,,2026-09-06,2026-10-04,BUY010,INR,Approved
PO001048,SUP0096,CON0108,2026-09-06,2026-09-20,BUY005,INR,Approved
PO001049,SUP0040,CON0126,2026-09-06,2026-09-21,BUY014,INR,Approved
PO001050,SUP0010,,2026-09-06,2026-09-14,BUY014,INR,Approved
PO001051,SUP0026,,2026-09-06,2026-09-19,BUY017,INR,Cancelled
PO001052,SUP0008,CON0109,2026-09-06,2026-10-13,BUY002,INR,Approved
PO001053,SUP0039,,2026-09-06,2026-09-13,BUY004,INR,Cancelled
PO001054,SUP0027,,2026-09-06,2026-10-20,BUY006,INR,Approved
PO001055,SUP0004,CON0085,2026-09-06,2026-09-18,BUY019,INR,Approved
PO001056,SUP0046,,2026-09-06,2026-09-23,BUY020,INR,Approved
PO001057,SUP0065,CON0055,2026-09-06,2026-10-19,BUY017,INR,Approved
PO001058,SUP0092,,2026-09-06,2026-09-25,BUY006,INR,Cancelled
PO001059,SUP0001,,2026-09-06,2026-09-19,BUY017,INR,Completed
PO001060,SUP0047,,2026-09-06,2026-10-20,BUY004,INR,Approved
PO001061,SUP0046,CON0043,2026-09-06,2026-10-07,BUY014,INR,Approved
PO001062,SUP0098,CON0012,2026-09-06,2026-10-03,BUY017,INR,Approved
PO001063,SUP0064,,2026-09-06,2026-10-06,BUY018,INR,Approved
PO001064,SUP0011,CON0127,2026-09-06,2026-10-03,BUY010,INR,Completed
PO001065,SUP0077,CON0112,2026-09-06,2026-10-02,BUY008,INR,Cancelled
PO001066,SUP0053,,2026-09-06,2026-10-01,BUY014,INR,Approved
PO001067,SUP0009,,2026-09-06,2026-10-13,BUY012,INR,Approved
PO001068,SUP0002,CON0045,2026-09-06,2026-10-14,BUY015,INR,Cancelled
PO001069,SUP0085,CON0119,2026-09-06,2026-09-18,BUY013,INR,Cancelled
PO001070,SUP0014,CON0042,2026-09-06,2026-09-23,BUY011,INR,Approved
PO001071,SUP0077,CON0112,2026-09-06,2026-10-08,BUY016,INR,Approved
PO001072,SUP0098,CON0137,2026-09-06,2026-10-20,BUY013,INR,Approved
PO001073,SUP0061,,2026-09-06,2026-10-21,BUY016,INR,Cancelled
PO001074,SUP0036,,2026-09-06,2026-09-22,BUY004,INR,Approved
PO001075,SUP0033,CON0037,2026-09-06,2026-10-14,BUY001,INR,Approved
PO001076,SUP0095,,2026-09-06,2026-09-16,BUY016,INR,Approved
PO001077,SUP0023,CON0087,2026-09-06,2026-10-07,BUY005,INR,Approved
PO001078,SUP0080,,2026-09-06,2026-09-19,BUY017,INR,Completed
PO001079,SUP0060,CON0057,2026-09-06,2026-09-25,BUY016,INR,Cancelled
PO001080,SUP0034,CON0021,2026-09-06,2026-10-17,BUY002,INR,Completed
PO001081,SUP0016,CON0138,2026-09-06,2026-10-07,BUY015,INR,Completed
PO001082,SUP0005,CON0051,2026-09-06,2026-09-15,BUY006,INR,Completed
PO001083,SUP0056,CON0148,2026-09-06,2026-09-21,BUY016,INR,Approved
PO001084,SUP0073,CON0080,2026-09-06,2026-10-14,BUY016,INR,Cancelled
PO001085,SUP0021,,2026-09-06,2026-10-15,BUY009,INR,Completed
PO001086,SUP0076,CON0149,2026-09-06,2026-10-07,BUY010,INR,Approved
PO001087,SUP0008,CON0109,2026-09-06,2026-09-14,BUY012,INR,Approved
PO001088,SUP0095,CON0142,2026-09-06,2026-10-20,BUY011,INR,Completed
PO001089,SUP0013,CON0072,2026-09-06,2026-10-10,BUY014,INR,Approved
PO001090,SUP0008,CON0109,2026-09-06,2026-09-28,BUY019,INR,Approved
PO001091,SUP0089,,2026-09-06,2026-09-17,BUY004,INR,Approved
PO001092,SUP0022,,2026-09-06,2026-09-14,BUY002,INR,Completed
PO001093,SUP0085,CON0119,2026-09-06,2026-10-10,BUY009,INR,Approved
PO001094,SUP0090,CON0101,2026-09-06,2026-10-13,BUY013,INR,Cancelled
PO001095,SUP0050,CON0014,2026-09-06,2026-10-03,BUY004,INR,Approved
PO001096,SUP0044,,2026-09-06,2026-10-14,BUY011,INR,Approved
PO001097,SUP0079,CON0092,2026-09-06,2026-10-02,BUY007,INR,Completed
PO001098,SUP0082,,2026-09-06,2026-09-17,BUY018,INR,Approved
PO001099,SUP0037,CON0133,2026-09-06,2026-09-29,BUY008,INR,Cancelled
PO001100,SUP0096,CON0089,2026-09-06,2026-09-18,BUY004,INR,Cancelled
PO001101,SUP0044,,2026-09-06,2026-09-30,BUY017,INR,Completed
PO001102,SUP0055,CON0117,2026-09-06,2026-09-26,BUY010,INR,Cancelled
PO001103,SUP0039,CON0041,2026-09-06,2026-10-10,BUY007,INR,Completed
PO001104,SUP0052,CON0146,2026-09-06,2026-09-29,BUY018,INR,Approved
PO001105,SUP0003,,2026-09-06,2026-10-16,BUY019,INR,Completed
PO001106,SUP0028,CON0102,2026-09-06,2026-10-12,BUY019,INR,Approved
PO001107,SUP0067,,2026-09-06,2026-09-25,BUY005,INR,Approved
PO001108,SUP0020,,2026-09-06,2026-10-02,BUY014,INR,Approved
PO001109,SUP0009,,2026-09-06,2026-09-26,BUY009,INR,Approved
PO001110,SUP0083,CON0050,2026-09-06,2026-09-23,BUY013,INR,Approved
PO001111,SUP0015,CON0068,2026-09-06,2026-09-22,BUY010,INR,Completed
PO001112,SUP0063,,2026-09-06,2026-10-18,BUY014,INR,Approved
PO001113,SUP0026,,2026-09-06,2026-09-23,BUY001,INR,Approved
PO001114,SUP0036,CON0073,2026-09-06,2026-10-18,BUY016,INR,Approved
PO001115,SUP0008,CON0109,2026-09-06,2026-09-18,BUY003,INR,Completed
PO001116,SUP0047,,2026-09-06,2026-09-18,BUY005,INR,Approved
PO001117,SUP0015,CON0068,2026-09-06,2026-10-19,BUY017,INR,Cancelled
PO001118,SUP0100,CON0090,2026-09-06,2026-10-16,BUY008,INR,Cancelled
PO001119,SUP0016,CON0138,2026-09-06,2026-10-03,BUY008,INR,Completed
PO001120,SUP0028,CON0102,2026-09-06,2026-09-22,BUY009,INR,Completed
PO001121,SUP0053,,2026-09-06,2026-09-29,BUY002,INR,Completed
PO001122,SUP0069,CON0023,2026-09-06,2026-10-06,BUY011,INR,Cancelled
PO001123,SUP0055,CON0130,2026-09-06,2026-10-13,BUY005,INR,Approved
PO001124,SUP0061,,2026-09-06,2026-10-06,BUY001,INR,Cancelled
PO001125,SUP0005,CON0051,2026-09-06,2026-09-16,BUY009,INR,Cancelled
PO001126,SUP0050,CON0014,2026-09-06,2026-10-02,BUY004,INR,Cancelled
PO001127,SUP0031,CON0086,2026-09-06,2026-10-11,BUY009,INR,Approved
PO001128,SUP0012,CON0027,2026-09-06,2026-09-28,BUY015,INR,Approved
PO001129,SUP0099,,2026-09-06,2026-10-09,BUY009,INR,Approved
PO001130,SUP0100,CON0090,2026-09-06,2026-10-14,BUY011,INR,Completed
PO001131,SUP0013,CON0075,2026-09-06,2026-09-23,BUY003,INR,Approved
PO001132,SUP0054,CON0131,2026-09-06,2026-10-21,BUY015,INR,Approved
PO001133,SUP0098,CON0012,2026-09-06,2026-09-16,BUY015,INR,Approved
PO001134,SUP0001,CON0121,2026-09-06,2026-10-08,BUY011,INR,Cancelled
PO001135,SUP0011,CON0129,2026-09-06,2026-09-20,BUY005,INR,Cancelled
PO001136,SUP0088,,2026-09-06,2026-10-09,BUY011,INR,Completed
PO001137,SUP0062,CON0056,2026-09-06,2026-09-21,BUY010,INR,Approved
PO001138,SUP0011,CON0127,2026-09-06,2026-10-09,BUY013,INR,Cancelled
PO001139,SUP0029,,2026-09-06,2026-09-14,BUY018,INR,Cancelled
PO001140,SUP0081,,2026-09-06,2026-09-27,BUY015,INR,Approved
PO001141,SUP0034,CON0021,2026-09-06,2026-09-23,BUY020,INR,Approved
PO001142,SUP0020,,2026-09-06,2026-09-18,BUY006,INR,Cancelled
PO001143,SUP0016,CON0138,2026-09-06,2026-09-13,BUY015,INR,Completed
PO001144,SUP0016,CON0138,2026-09-06,2026-09-27,BUY009,INR,Approved
PO001145,SUP0096,CON0071,2026-09-06,2026-10-14,BUY007,INR,Cancelled
PO001146,SUP0028,CON0102,2026-09-06,2026-10-01,BUY014,INR,Approved
PO001147,SUP0053,CON0103,2026-09-06,2026-09-22,BUY008,INR,Cancelled
PO001148,SUP0058,,2026-09-06,2026-09-28,BUY015,INR,Approved
PO001149,SUP0002,CON0045,2026-09-06,2026-10-13,BUY013,INR,Approved
PO001150,SUP0092,CON0095,2026-09-06,2026-10-07,BUY020,INR,Approved
PO001151,SUP0010,,2026-09-06,2026-09-19,BUY002,INR,Approved
PO001152,SUP0031,,2026-09-06,2026-10-13,BUY020,INR,Cancelled
PO001153,SUP0091,CON0028,2026-09-06,2026-09-15,BUY010,INR,Completed
PO001154,SUP0086,CON0070,2026-09-06,2026-10-06,BUY019,INR,Approved
PO001155,SUP0034,CON0021,2026-09-06,2026-09-23,BUY015,INR,Approved
PO001156,SUP0012,CON0059,2026-09-06,2026-10-03,BUY005,INR,Approved
PO001157,SUP0015,CON0068,2026-09-06,2026-10-03,BUY016,INR,Approved
PO001158,SUP0096,,2026-09-06,2026-10-06,BUY010,INR,Approved
PO001159,SUP0079,CON0092,2026-09-06,2026-09-29,BUY006,INR,Approved
PO001160,SUP0095,,2026-09-06,2026-10-14,BUY005,INR,Cancelled
PO001161,SUP0085,CON0078,2026-09-06,2026-10-11,BUY002,INR,Approved
PO001162,SUP0024,CON0033,2026-09-06,2026-09-15,BUY015,INR,Completed
PO001163,SUP0015,CON0132,2026-09-06,2026-10-14,BUY018,INR,Completed
PO001164,SUP0059,CON0093,2026-09-06,2026-10-14,BUY004,INR,Approved
PO001165,SUP0012,,2026-09-06,2026-09-26,BUY006,INR,Approved
PO001166,SUP0096,,2026-09-06,2026-10-15,BUY019,INR,Cancelled
PO001167,SUP0028,,2026-09-06,2026-10-20,BUY001,INR,Cancelled
PO001168,SUP0099,CON0007,2026-09-06,2026-10-19,BUY008,INR,Completed
PO001169,SUP0087,,2026-09-06,2026-09-19,BUY001,INR,Approved
PO001170,SUP0088,CON0026,2026-09-06,2026-09-20,BUY011,INR,Approved
PO001171,SUP0004,CON0085,2026-09-06,2026-09-18,BUY015,INR,Approved
PO001172,SUP0077,CON0099,2026-09-06,2026-09-13,BUY020,INR,Completed
PO001173,SUP0042,CON0013,2026-09-06,2026-10-19,BUY010,INR,Approved
PO001174,SUP0008,CON0109,2026-09-06,2026-09-17,BUY003,INR,Completed
PO001175,SUP0033,CON0084,2026-09-06,2026-09-24,BUY003,INR,Approved
PO001176,SUP0027,CON0136,2026-09-06,2026-09-23,BUY010,INR,Approved
PO001177,SUP0016,CON0138,2026-09-06,2026-10-02,BUY010,INR,Cancelled
PO001178,SUP0017,CON0054,2026-09-06,2026-10-05,BUY017,INR,Approved
PO001179,SUP0063,,2026-09-06,2026-10-11,BUY016,INR,Approved
PO001180,SUP0073,CON0080,2026-09-06,2026-10-21,BUY012,INR,Cancelled
PO001181,SUP0024,CON0033,2026-09-06,2026-10-10,BUY002,INR,Cancelled
PO001182,SUP0044,,2026-09-06,2026-10-12,BUY005,INR,Completed
PO001183,SUP0068,CON0124,2026-09-06,2026-10-16,BUY014,INR,Approved
PO001184,SUP0062,CON0011,2026-09-06,2026-10-02,BUY010,INR,Approved
PO001185,SUP0067,,2026-09-06,2026-10-10,BUY002,INR,Cancelled
PO001186,SUP0010,,2026-09-06,2026-09-15,BUY017,INR,Completed
PO001187,SUP0053,CON0103,2026-09-06,2026-09-19,BUY012,INR,Approved
PO001188,SUP0075,,2026-09-06,2026-09-18,BUY001,INR,Approved
PO001189,SUP0095,CON0088,2026-09-06,2026-10-12,BUY013,INR,Approved
PO001190,SUP0011,,2026-09-06,2026-10-09,BUY010,INR,Approved
PO001191,SUP0076,,2026-09-06,2026-10-12,BUY015,INR,Cancelled
PO001192,SUP0034,,2026-09-06,2026-10-04,BUY006,INR,Approved
PO001193,SUP0024,CON0033,2026-09-06,2026-09-18,BUY004,INR,Completed
PO001194,SUP0069,CON0023,2026-09-06,2026-09-14,BUY001,INR,Approved
PO001195,SUP0084,CON0020,2026-09-06,2026-10-13,BUY020,INR,Completed
PO001196,SUP0039,CON0066,2026-09-06,2026-10-06,BUY013,INR,Approved
PO001197,SUP0012,CON0027,2026-09-06,2026-09-21,BUY004,INR,Approved
PO001198,SUP0090,,2026-09-06,2026-09-25,BUY007,INR,Completed
PO001199,SUP0084,CON0020,2026-09-06,2026-09-22,BUY018,INR,Approved
PO001200,SUP0012,,2026-09-06,2026-10-02,BUY005,INR,Completed
PO001201,SUP0055,CON0117,2026-09-06,2026-09-14,BUY015,INR,Completed
PO001202,SUP0061,,2026-09-06,2026-09-14,BUY019,INR,Approved
PO001203,SUP0026,,2026-09-06,2026-10-01,BUY013,INR,Approved
PO001204,SUP0043,CON0110,2026-09-06,2026-09-13,BUY014,INR,Completed
PO001205,SUP0095,CON0142,2026-09-06,2026-10-20,BUY010,INR,Approved
PO001206,SUP0063,CON0010,2026-09-06,2026-10-08,BUY008,INR,Approved
PO001207,SUP0068,CON0124,2026-09-06,2026-09-14,BUY018,INR,Approved
PO001208,SUP0035,,2026-09-06,2026-10-09,BUY004,INR,Completed
PO001209,SUP0080,CON0147,2026-09-06,2026-10-05,BUY001,INR,Approved
PO001210,SUP0037,CON0133,2026-09-06,2026-09-25,BUY008,INR,Cancelled
PO001211,SUP0029,,2026-09-06,2026-10-20,BUY011,INR,Cancelled
PO001212,SUP0092,CON0024,2026-09-06,2026-10-12,BUY013,INR,Completed
PO001213,SUP0087,,2026-09-06,2026-10-06,BUY006,INR,Cancelled
PO001214,SUP0027,CON0081,2026-09-06,2026-10-01,BUY016,INR,Approved
PO001215,SUP0023,CON0087,2026-09-06,2026-09-25,BUY004,INR,Completed
PO001216,SUP0064,,2026-09-06,2026-10-02,BUY018,INR,Approved
PO001217,SUP0003,,2026-09-06,2026-10-05,BUY012,INR,Approved
PO001218,SUP0023,CON0087,2026-09-06,2026-10-15,BUY011,INR,Completed
PO001219,SUP0015,CON0068,2026-09-06,2026-09-27,BUY016,INR,Approved
PO001220,SUP0044,,2026-09-06,2026-10-05,BUY018,INR,Approved
PO001221,SUP0020,,2026-09-06,2026-10-15,BUY004,INR,Approved
PO001222,SUP0057,,2026-09-06,2026-10-12,BUY004,INR,Approved
PO001223,SUP0079,,2026-09-06,2026-09-19,BUY002,INR,Cancelled
PO001224,SUP0014,CON0042,2026-09-06,2026-09-23,BUY012,INR,Approved
PO001225,SUP0094,,2026-09-06,2026-10-01,BUY017,INR,Completed
PO001226,SUP0094,,2026-09-06,2026-09-19,BUY012,INR,Approved
PO001227,SUP0018,,2026-09-06,2026-09-20,BUY015,INR,Completed
PO001228,SUP0099,CON0007,2026-09-06,2026-09-13,BUY011,INR,Approved
PO001229,SUP0065,CON0100,2026-09-06,2026-09-23,BUY014,INR,Approved
PO001230,SUP0081,,2026-09-06,2026-09-28,BUY017,INR,Completed
PO001231,SUP0030,,2026-09-06,2026-09-21,BUY014,INR,Completed
PO001232,SUP0059,,2026-09-06,2026-10-16,BUY012,INR,Approved
PO001233,SUP0057,,2026-09-06,2026-09-22,BUY017,INR,Approved
PO001234,SUP0011,CON0107,2026-09-06,2026-10-04,BUY014,INR,Approved
PO001235,SUP0051,CON0150,2026-09-06,2026-09-15,BUY005,INR,Cancelled
PO001236,SUP0008,,2026-09-06,2026-10-16,BUY014,INR,Completed
PO001237,SUP0088,,2026-09-06,2026-10-18,BUY011,INR,Approved
PO001238,SUP0002,,2026-09-06,2026-09-30,BUY020,INR,Approved
PO001239,SUP0090,CON0101,2026-09-06,2026-10-08,BUY018,INR,Cancelled
PO001240,SUP0080,CON0147,2026-09-06,2026-10-11,BUY007,INR,Approved
PO001241,SUP0011,CON0127,2026-09-06,2026-09-15,BUY005,INR,Cancelled
PO001242,SUP0070,,2026-09-06,2026-10-01,BUY017,INR,Cancelled
PO001243,SUP0040,CON0126,2026-09-06,2026-10-16,BUY001,INR,Approved
PO001244,SUP0070,,2026-09-06,2026-10-20,BUY010,INR,Completed
PO001245,SUP0065,CON0100,2026-09-06,2026-09-20,BUY009,INR,Cancelled
PO001246,SUP0046,CON0043,2026-09-06,2026-09-20,BUY015,INR,Approved
PO001247,SUP0074,CON0113,2026-09-06,2026-09-13,BUY019,INR,Cancelled
PO001248,SUP0092,,2026-09-06,2026-10-17,BUY008,INR,Approved
PO001249,SUP0039,CON0066,2026-09-06,2026-10-01,BUY019,INR,Approved
PO001250,SUP0092,CON0002,2026-09-06,2026-10-07,BUY004,INR,Approved
PO001251,SUP0067,,2026-09-06,2026-10-20,BUY012,INR,Completed
PO001252,SUP0013,CON0072,2026-09-06,2026-09-22,BUY003,INR,Approved
PO001253,SUP0008,,2026-09-06,2026-10-10,BUY016,INR,Approved
PO001254,SUP0058,,2026-09-06,2026-09-17,BUY017,INR,Completed
PO001255,SUP0076,CON0149,2026-09-06,2026-10-18,BUY009,INR,Cancelled
PO001256,SUP0064,,2026-09-06,2026-10-10,BUY016,INR,Completed
PO001257,SUP0021,,2026-09-06,2026-09-22,BUY016,INR,Completed
PO001258,SUP0017,,2026-09-06,2026-10-15,BUY004,INR,Approved
PO001259,SUP0059,CON0093,2026-09-06,2026-10-13,BUY018,INR,Approved
PO001260,SUP0016,,2026-09-06,2026-10-21,BUY004,INR,Approved
PO001261,SUP0048,CON0031,2026-09-06,2026-10-19,BUY004,INR,Approved
PO001262,SUP0040,CON0126,2026-09-06,2026-10-06,BUY001,INR,Approved
PO001263,SUP0019,,2026-09-06,2026-10-20,BUY010,INR,Approved
PO001264,SUP0028,,2026-09-06,2026-09-24,BUY016,INR,Approved
PO001265,SUP0016,CON0138,2026-09-06,2026-10-18,BUY014,INR,Completed
PO001266,SUP0074,CON0113,2026-09-06,2026-10-02,BUY013,INR,Completed
PO001267,SUP0093,,2026-09-06,2026-10-21,BUY005,INR,Cancelled
PO001268,SUP0082,,2026-09-06,2026-10-12,BUY015,INR,Approved
PO001269,SUP0094,,2026-09-06,2026-10-03,BUY020,INR,Cancelled
PO001270,SUP0053,CON0103,2026-09-06,2026-10-07,BUY011,INR,Cancelled
PO001271,SUP0006,CON0067,2026-09-06,2026-10-11,BUY006,INR,Approved
PO001272,SUP0074,CON0113,2026-09-06,2026-10-02,BUY018,INR,Approved
PO001273,SUP0025,CON0048,2026-09-06,2026-10-17,BUY019,INR,Cancelled
PO001274,SUP0025,CON0048,2026-09-06,2026-10-13,BUY004,INR,Cancelled
PO001275,SUP0024,CON0033,2026-09-06,2026-09-14,BUY008,INR,Cancelled
PO001276,SUP0057,,2026-09-06,2026-09-18,BUY020,INR,Approved
PO001277,SUP0052,CON0094,2026-09-06,2026-10-20,BUY011,INR,Completed
PO001278,SUP0024,CON0033,2026-09-06,2026-10-09,BUY013,INR,Approved
PO001279,SUP0012,,2026-09-06,2026-09-20,BUY018,INR,Approved
PO001280,SUP0037,CON0133,2026-09-06,2026-09-22,BUY005,INR,Approved
PO001281,SUP0053,CON0103,2026-09-06,2026-09-23,BUY006,INR,Approved
PO001282,SUP0092,CON0002,2026-09-06,2026-09-16,BUY011,INR,Approved
PO001283,SUP0053,CON0103,2026-09-06,2026-10-03,BUY002,INR,Approved
PO001284,SUP0031,CON0086,2026-09-06,2026-10-21,BUY017,INR,Cancelled
PO001285,SUP0050,CON0014,2026-09-06,2026-09-20,BUY015,INR,Cancelled
PO001286,SUP0053,CON0103,2026-09-06,2026-09-17,BUY008,INR,Approved
PO001287,SUP0035,,2026-09-06,2026-10-18,BUY004,INR,Approved
PO001288,SUP0098,CON0012,2026-09-06,2026-10-18,BUY010,INR,Cancelled
PO001289,SUP0053,CON0103,2026-09-06,2026-10-11,BUY005,INR,Approved
PO001290,SUP0070,,2026-09-06,2026-09-23,BUY018,INR,Completed
PO001291,SUP0072,CON0064,2026-09-06,2026-10-11,BUY020,INR,Approved
PO001292,SUP0084,CON0020,2026-09-06,2026-09-23,BUY009,INR,Cancelled
PO001293,SUP0033,,2026-09-06,2026-10-07,BUY007,INR,Cancelled
PO001294,SUP0066,,2026-09-06,2026-10-01,BUY018,INR,Cancelled
PO001295,SUP0009,,2026-09-06,2026-10-02,BUY004,INR,Approved
PO001296,SUP0093,,2026-09-06,2026-10-18,BUY014,INR,Approved
PO001297,SUP0079,,2026-09-06,2026-10-15,BUY011,INR,Approved
PO001298,SUP0082,,2026-09-06,2026-09-29,BUY015,INR,Approved
PO001299,SUP0032,CON0004,2026-09-06,2026-10-03,BUY020,INR,Approved
PO001300,SUP0003,,2026-09-06,2026-09-21,BUY001,INR,Cancelled
PO001301,SUP0061,,2026-09-06,2026-09-13,BUY006,INR,Completed
PO001302,SUP0072,,2026-09-06,2026-10-14,BUY018,INR,Approved
PO001303,SUP0084,CON0020,2026-09-06,2026-09-17,BUY004,INR,Approved
PO001304,SUP0049,,2026-09-06,2026-10-21,BUY006,INR,Approved
PO001305,SUP0016,CON0138,2026-09-06,2026-10-12,BUY015,INR,Approved
PO001306,SUP0029,,2026-09-06,2026-09-14,BUY012,INR,Approved
PO001307,SUP0012,,2026-09-06,2026-10-02,BUY008,INR,Approved
PO001308,SUP0064,,2026-09-06,2026-10-06,BUY016,INR,Cancelled
PO001309,SUP0027,CON0136,2026-09-06,2026-09-13,BUY004,INR,Approved
PO001310,SUP0073,CON0080,2026-09-06,2026-10-15,BUY019,INR,Cancelled
PO001311,SUP0073,CON0080,2026-09-06,2026-09-24,BUY003,INR,Approved
PO001312,SUP0034,,2026-09-06,2026-10-19,BUY017,INR,Approved
PO001313,SUP0025,,2026-09-06,2026-09-14,BUY018,INR,Cancelled
PO001314,SUP0033,,2026-09-06,2026-10-18,BUY001,INR,Completed
PO001315,SUP0083,,2026-09-06,2026-09-16,BUY011,INR,Completed
PO001316,SUP0053,CON0103,2026-09-06,2026-09-30,BUY016,INR,Approved
PO001317,SUP0067,,2026-09-06,2026-09-15,BUY008,INR,Approved
PO001318,SUP0036,CON0083,2026-09-06,2026-10-09,BUY001,INR,Completed
PO001319,SUP0025,CON0048,2026-09-06,2026-10-04,BUY008,INR,Completed
PO001320,SUP0010,,2026-09-06,2026-09-28,BUY011,INR,Approved
PO001321,SUP0009,,2026-09-06,2026-09-19,BUY014,INR,Approved
PO001322,SUP0076,,2026-09-06,2026-10-04,BUY008,INR,Approved
PO001323,SUP0061,,2026-09-06,2026-09-28,BUY002,INR,Approved
PO001324,SUP0067,,2026-09-06,2026-09-28,BUY020,INR,Cancelled
PO001325,SUP0057,CON0039,2026-09-06,2026-09-19,BUY003,INR,Approved
PO001326,SUP0005,CON0051,2026-09-06,2026-10-07,BUY005,INR,Approved
PO001327,SUP0057,CON0074,2026-09-06,2026-09-16,BUY003,INR,Approved
PO001328,SUP0087,CON0061,2026-09-06,2026-09-16,BUY013,INR,Completed
PO001329,SUP0013,CON0075,2026-09-06,2026-10-09,BUY020,INR,Approved
PO001330,SUP0059,CON0143,2026-09-06,2026-10-07,BUY020,INR,Cancelled
PO001331,SUP0013,CON0075,2026-09-06,2026-10-04,BUY001,INR,Completed
PO001332,SUP0067,,2026-09-06,2026-10-04,BUY004,INR,Approved
PO001333,SUP0002,CON0045,2026-09-06,2026-10-21,BUY019,INR,Approved
PO001334,SUP0082,CON0062,2026-09-06,2026-10-15,BUY016,INR,Cancelled
PO001335,SUP0057,CON0039,2026-09-06,2026-09-24,BUY002,INR,Approved
PO001336,SUP0040,CON0126,2026-09-06,2026-10-20,BUY010,INR,Cancelled
PO001337,SUP0070,,2026-09-06,2026-09-22,BUY010,INR,Cancelled
PO001338,SUP0044,,2026-09-06,2026-10-01,BUY001,INR,Cancelled
PO001339,SUP0076,CON0149,2026-09-06,2026-09-22,BUY014,INR,Approved
PO001340,SUP0026,,2026-09-06,2026-09-25,BUY007,INR,Approved
PO001341,SUP0044,,2026-09-06,2026-09-25,BUY015,INR,Cancelled
PO001342,SUP0089,,2026-09-06,2026-10-04,BUY019,INR,Approved
PO001343,SUP0079,CON0034,2026-09-06,2026-10-02,BUY004,INR,Completed
PO001344,SUP0006,CON0067,2026-09-06,2026-10-14,BUY008,INR,Approved
PO001345,SUP0060,CON0057,2026-09-06,2026-09-26,BUY013,INR,Approved
PO001346,SUP0052,,2026-09-06,2026-09-24,BUY001,INR,Approved
PO001347,SUP0002,CON0045,2026-09-06,2026-09-17,BUY005,INR,Approved
PO001348,SUP0057,CON0074,2026-09-06,2026-09-25,BUY002,INR,Approved
PO001349,SUP0026,,2026-09-06,2026-09-25,BUY008,INR,Approved
PO001350,SUP0093,,2026-09-06,2026-09-24,BUY018,INR,Approved
PO001351,SUP0023,CON0087,2026-09-06,2026-09-25,BUY004,INR,Approved
PO001352,SUP0087,CON0038,2026-09-06,2026-09-21,BUY011,INR,Approved
PO001353,SUP0040,CON0126,2026-09-06,2026-10-12,BUY006,INR,Cancelled
PO001354,SUP0080,,2026-09-06,2026-10-10,BUY003,INR,Approved
PO001355,SUP0019,,2026-09-06,2026-09-21,BUY007,INR,Cancelled
PO001356,SUP0049,,2026-09-06,2026-10-06,BUY014,INR,Approved
PO001357,SUP0006,CON0067,2026-09-06,2026-10-20,BUY005,INR,Approved
PO001358,SUP0032,CON0004,2026-09-06,2026-09-16,BUY005,INR,Cancelled
PO001359,SUP0075,CON0098,2026-09-06,2026-10-14,BUY016,INR,Cancelled
PO001360,SUP0009,,2026-09-06,2026-09-23,BUY017,INR,Approved
PO001361,SUP0064,,2026-09-06,2026-10-16,BUY011,INR,Approved
PO001362,SUP0068,CON0124,2026-09-06,2026-10-13,BUY016,INR,Approved
PO001363,SUP0075,CON0098,2026-09-06,2026-10-08,BUY007,INR,Approved
PO001364,SUP0026,,2026-09-06,2026-10-11,BUY013,INR,Approved
PO001365,SUP0040,,2026-09-06,2026-10-10,BUY019,INR,Approved
PO001366,SUP0048,CON0031,2026-09-06,2026-09-29,BUY003,INR,Approved
